question_id,model,labels,correct,domain,n_steps
5,gemini,"['Setup' 'Setup' 'Computation' 'Computation' 'Setup' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Exploration'
 'Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Verification' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Verification' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Verification' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation']",1,qq8933/AIME_1983_2024,45
5,deepseek,"['Setup' 'Backtrack' 'Computation' 'Setup' 'Backtrack' 'Conclusion'
 'Setup' 'Backtrack' 'Setup' 'Backtrack' 'Setup' 'Setup' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Backtrack' 'Verification' 'Conclusion' 'Conclusion'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Conclusion'
 'Conclusion']",1,qq8933/AIME_1983_2024,79
6,gemini,"['Setup' 'Computation' 'Verification' 'Setup' 'Exploration' 'Exploration'
 'Setup' 'Setup' 'Computation' 'Conclusion' 'Backtrack' 'Computation'
 'Conclusion' 'Conclusion' 'Exploration' 'Exploration' 'Computation'
 'Setup' 'Exploration' 'Setup' 'Conclusion' 'Exploration' 'Conclusion'
 'Setup']",1,AI-MO/NuminaMath-CoT/aops_forum,24
6,deepseek,"['Exploration' 'Setup' 'Verification' 'Backtrack' 'Exploration'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Setup' 'Conclusion'
 'Setup' 'Computation' 'Backtrack' 'Conclusion' 'Backtrack' 'Backtrack'
 'Conclusion' 'Conclusion' 'Setup' 'Exploration' 'Exploration' 'Setup'
 'Backtrack' 'Setup' 'Backtrack' 'Setup' 'Setup' 'Conclusion' 'Backtrack'
 'Backtrack' 'Exploration' 'Backtrack' 'Setup' 'Conclusion' 'Backtrack'
 'Backtrack' 'Setup' 'Conclusion' 'Backtrack' 'Backtrack' 'Exploration'
 'Backtrack' 'Exploration' 'Setup' 'Conclusion' 'Verification'
 'Exploration' 'Conclusion' 'Setup' 'Backtrack' 'Backtrack' 'Exploration'
 'Backtrack' 'Setup' 'Exploration' 'Conclusion' 'Computation' 'Conclusion'
 'Setup' 'Backtrack' 'Conclusion' 'Conclusion' 'Conclusion' 'Setup'
 'Verification' 'Conclusion' 'Setup' 'Conclusion' 'Conclusion' 'Backtrack'
 'Exploration' 'Exploration' 'Conclusion' 'Conclusion']",1,AI-MO/NuminaMath-CoT/aops_forum,75
7,gemini,"['Computation' 'Computation' 'Setup' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Exploration' 'Setup' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Computation' 'Setup' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Setup' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation']",0,AI-MO/NuminaMath-CoT/aops_forum,69
7,deepseek,"['Computation' 'Computation' 'Setup' 'Computation' 'Setup' 'Setup'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Conclusion' 'Computation' 'Setup' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Verification' 'Backtrack' 'Setup' 'Setup' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Backtrack' 'Computation' 'Conclusion' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Conclusion' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Verification' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Backtrack' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Backtrack' 'Verification' 'Backtrack' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Exploration'
 'Computation' 'Conclusion' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Backtrack'
 'Backtrack' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Conclusion'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Computation'
 'Backtrack' 'Computation' 'Conclusion' 'Backtrack' 'Conclusion'
 'Conclusion' 'Computation' 'Backtrack' 'Verification' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Conclusion'
 'Computation' 'Backtrack']",0,AI-MO/NuminaMath-CoT/aops_forum,351
8,gemini,"['Setup' 'Computation' 'Computation' 'Setup' 'Computation' 'Setup'
 'Exploration' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Setup' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Exploration' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation']",1,qq8933/AIME_1983_2024,59
8,deepseek,"['Setup' 'Backtrack' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Setup' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Backtrack'
 'Exploration' 'Backtrack' 'Backtrack' 'Conclusion' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Backtrack'
 'Conclusion' 'Conclusion' 'Conclusion' 'Backtrack' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Backtrack'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Conclusion' 'Computation' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Backtrack' 'Backtrack'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Backtrack' 'Conclusion' 'Conclusion'
 'Backtrack' 'Verification' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Verification' 'Exploration' 'Exploration' 'Backtrack'
 'Backtrack' 'Computation' 'Conclusion' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Verification' 'Backtrack' 'Backtrack'
 'Backtrack' 'Computation' 'Conclusion' 'Conclusion' 'Verification'
 'Backtrack' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Exploration'
 'Computation' 'Exploration' 'Exploration' 'Backtrack' 'Conclusion'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion']",1,qq8933/AIME_1983_2024,177
9,gemini,"['Setup' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Setup' 'Computation' 'Verification' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Setup'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Verification'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Exploration']",1,qq8933/AIME_1983_2024,50
9,deepseek,"['Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Conclusion' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Conclusion' 'Conclusion' 'Setup' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Setup' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Backtrack' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Exploration' 'Setup' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Backtrack' 'Exploration' 'Computation' 'Computation'
 'Backtrack' 'Conclusion' 'Exploration' 'Backtrack' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Backtrack' 'Verification' 'Setup' 'Backtrack'
 'Conclusion' 'Exploration' 'Backtrack' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Computation' 'Backtrack' 'Computation'
 'Backtrack' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Conclusion']",1,qq8933/AIME_1983_2024,142
10,gemini,"['Exploration' 'Setup' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Setup' 'Setup' 'Exploration'
 'Exploration' 'Exploration' 'Setup' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Setup' 'Exploration']",0,AI-MO/NuminaMath-CoT/aops_forum,29
10,deepseek,"['Backtrack' 'Backtrack' 'Computation' 'Setup' 'Computation' 'Backtrack'
 'Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Conclusion'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Conclusion' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Verification' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Verification' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Verification' 'Computation' 'Computation' 'Verification' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation'
 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion' 'Backtrack'
 'Backtrack' 'Conclusion' 'Computation' 'Conclusion' 'Verification'
 'Backtrack' 'Verification' 'Computation' 'Conclusion' 'Conclusion'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Verification'
 'Conclusion' 'Computation' 'Computation' 'Verification' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Backtrack' 'Exploration'
 'Backtrack' 'Verification' 'Conclusion' 'Conclusion' 'Conclusion'
 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack' 'Conclusion'
 'Backtrack' 'Backtrack' 'Conclusion' 'Conclusion' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Backtrack' 'Setup'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Conclusion' 'Setup' 'Setup' 'Exploration' 'Backtrack'
 'Exploration' 'Backtrack' 'Exploration' 'Setup' 'Exploration' 'Setup'
 'Backtrack' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Verification' 'Setup'
 'Exploration' 'Verification' 'Conclusion' 'Exploration' 'Verification'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Conclusion' 'Exploration' 'Setup' 'Backtrack' 'Setup' 'Exploration'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Computation'
 'Exploration' 'Backtrack' 'Exploration' 'Exploration' 'Backtrack'
 'Backtrack' 'Setup' 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion'
 'Conclusion' 'Backtrack' 'Setup' 'Verification' 'Computation' 'Backtrack'
 'Backtrack' 'Conclusion' 'Verification' 'Computation' 'Setup' 'Backtrack'
 'Exploration' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack'
 'Backtrack' 'Computation' 'Exploration' 'Exploration' 'Setup' 'Setup'
 'Computation' 'Setup' 'Setup' 'Setup' 'Conclusion' 'Exploration'
 'Exploration' 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion'
 'Conclusion']",0,AI-MO/NuminaMath-CoT/aops_forum,301
11,gemini,"['Setup' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Computation' 'Setup' 'Computation' 'Backtrack' 'Exploration'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Computation']",0,AI-MO/NuminaMath-CoT/aops_forum,55
11,deepseek,"['Setup' 'Backtrack' 'Exploration' 'Setup' 'Exploration' 'Setup'
 'Computation' 'Backtrack' 'Computation' 'Exploration' 'Setup' 'Backtrack'
 'Exploration' 'Computation' 'Conclusion' 'Setup' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Backtrack' 'Conclusion'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Conclusion' 'Backtrack' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Backtrack' 'Setup' 'Computation' 'Setup'
 'Conclusion' 'Verification' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Backtrack' 'Setup' 'Backtrack'
 'Setup' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Setup' 'Conclusion' 'Computation' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Verification' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Conclusion' 'Computation'
 'Conclusion' 'Conclusion' 'Setup' 'Backtrack' 'Conclusion' 'Computation'
 'Conclusion' 'Conclusion' 'Setup' 'Setup' 'Exploration' 'Setup'
 'Conclusion' 'Setup' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Exploration' 'Setup' 'Setup' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Backtrack' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Setup' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Exploration' 'Computation'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Conclusion'
 'Backtrack' 'Conclusion' 'Backtrack' 'Conclusion' 'Exploration'
 'Backtrack' 'Exploration' 'Setup' 'Setup' 'Backtrack' 'Conclusion'
 'Conclusion' 'Exploration' 'Conclusion' 'Computation' 'Conclusion'
 'Backtrack' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Setup' 'Exploration' 'Computation'
 'Exploration' 'Exploration' 'Exploration' 'Backtrack' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Setup' 'Exploration' 'Conclusion' 'Computation' 'Setup' 'Conclusion'
 'Computation' 'Setup' 'Setup' 'Backtrack' 'Exploration' 'Setup'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Setup' 'Setup'
 'Computation' 'Backtrack' 'Exploration' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Setup' 'Exploration' 'Conclusion'
 'Exploration' 'Computation' 'Backtrack' 'Backtrack' 'Conclusion'
 'Computation' 'Exploration' 'Setup' 'Computation' 'Verification'
 'Exploration' 'Verification' 'Exploration' 'Exploration' 'Conclusion'
 'Conclusion']",0,AI-MO/NuminaMath-CoT/aops_forum,324
12,gemini,"['Setup' 'Backtrack' 'Computation' 'Backtrack' 'Exploration' 'Backtrack'
 'Exploration' 'Exploration' 'Backtrack' 'Computation' 'Exploration'
 'Verification' 'Exploration' 'Computation' 'Backtrack' 'Exploration'
 'Exploration' 'Conclusion']",1,AI-MO/NuminaMath-CoT/aops_forum,18
